1,2,19.1260,0.0990,1.0470,0.3480,19.5020
1,4,19.3270,0.1140,1.1490,0.3800,19.7050
1,5,19.3180,0.0980,1.0570,0.3460,19.9370
1,6,20.0790,0.1120,1.1600,0.4130,20.4550
1,10,18.4970,0.0970,1.0670,0.3680,18.8930
2,1,16.9875,0.7180,0.8905,0.3030,34.7080
2,4,19.6225,0.8540,0.9805,0.3600,40.1590
2,5,16.9200,0.7335,0.8910,0.3060,34.5710
2,7,16.5485,0.7140,0.8895,0.2995,33.8260
2,9,17.3505,0.7705,0.9405,0.3375,35.4340
3,2,17.1203,1.0740,0.8600,0.2990,52.4750
3,4,17.2363,1.0217,0.7490,0.2627,52.8930
3,6,17.0153,1.1040,0.7943,0.2733,52.1560
3,8,17.0577,1.0263,0.7543,0.2603,52.2610
3,9,17.6410,1.0420,0.8040,0.2733,54.0560
4,1,16.7485,1.2243,0.6805,0.2310,68.5860
4,2,16.3768,1.1953,0.6818,0.2387,67.0060
4,3,18.6723,1.4718,0.7168,0.2535,76.4260
4,7,16.6383,1.3418,0.7283,0.2427,68.1440
4,8,16.9183,1.3020,0.6705,0.2268,69.1930
5,2,15.7006,1.2754,0.6244,0.2110,80.6180
5,3,15.8790,1.3036,0.6314,0.2062,81.2480
5,5,15.9930,1.3260,0.6426,0.2296,81.8650
5,7,15.6560,1.2856,0.6402,0.2248,80.1270
5,10,16.0096,1.2780,0.6640,0.2282,82.0130
6,1,15.5788,1.3432,0.5813,0.1920,95.7630
6,3,15.9163,1.3173,0.5812,0.1983,97.7340
6,4,16.2645,1.3555,0.5777,0.1860,99.7850
6,6,15.8427,1.2765,0.5872,0.1937,97.2820
6,8,16.4203,1.3107,0.6123,0.2115,100.8360
7,1,15.6539,1.3199,0.5747,0.1987,112.1900
7,2,15.9273,1.2840,0.5613,0.1820,114.0490
7,3,15.4507,1.2636,0.5719,0.1797,110.7060
7,4,15.4721,1.2677,0.5700,0.1824,110.8310
7,8,15.5416,1.2630,0.5594,0.1773,111.3480
8,2,15.8082,1.2684,0.5429,0.1803,129.5280
8,7,15.1891,1.2594,0.5370,0.1679,124.5100
8,8,15.2263,1.3738,0.5424,0.1809,124.9290
8,9,15.3530,1.3081,0.5339,0.1701,125.8100
8,10,16.1175,1.2594,0.5330,0.1729,131.8610
9,1,14.8824,1.2464,0.5106,0.1606,137.1970
9,5,15.0499,1.3394,0.5209,0.1630,138.9120
9,6,14.6356,1.2541,0.5194,0.1627,135.0340
9,9,14.9473,1.2653,0.5449,0.1724,138.0530
9,10,14.5183,1.2439,0.5061,0.1674,133.9470
10,1,14.2280,1.2432,0.4856,0.1521,145.9430
10,4,14.3832,1.2848,0.4971,0.1574,147.8370
10,7,14.1237,1.2299,0.5007,0.1587,144.9750
10,9,14.4341,1.3006,0.4923,0.1596,148.2990
10,10,14.5113,1.3186,0.4945,0.1572,148.8920
11,2,14.0615,1.2252,0.4811,0.1500,158.7210
11,3,13.6040,1.1703,0.4695,0.1505,153.7010
11,4,13.6931,1.2694,0.4789,0.1485,154.7090
11,8,14.2211,1.2503,0.4879,0.1502,160.6680
11,10,13.6484,1.2071,0.4825,0.1527,154.1840
12,2,13.3702,1.2395,0.4765,0.1532,164.8250
12,5,13.1363,1.2317,0.4572,0.1441,162.3010
12,6,13.2764,1.2039,0.4672,0.1464,163.9110
12,8,13.3979,1.2224,0.4583,0.1459,165.3130
12,10,13.4766,1.2178,0.4686,0.1428,166.1640
13,2,12.7845,1.1330,0.4399,0.1402,171.0720
13,3,13.1006,1.2428,0.4500,0.1406,175.1820
13,4,13.2168,1.2330,0.4652,0.1505,176.9130
13,7,12.9349,1.1658,0.4664,0.1445,173.1040
13,9,13.0698,1.2393,0.4507,0.1417,175.2340
14,2,12.5466,1.0951,0.4324,0.1421,180.8780
14,3,12.6482,1.1418,0.4419,0.1472,182.3960
14,6,12.5148,1.0990,0.4391,0.1341,180.3970
14,8,12.4816,1.1235,0.4404,0.1371,179.8250
14,10,13.9072,1.2542,0.4636,0.1548,200.2250
15,2,12.4577,1.1117,0.4292,0.1393,192.5850
15,3,12.2685,1.1061,0.4324,0.1439,189.6710
15,5,12.1509,1.1630,0.4218,0.1338,188.1300
15,9,12.1031,1.0958,0.4315,0.1350,187.0580
15,10,12.1563,1.1073,0.4189,0.1315,187.8700
16,3,11.7713,1.0816,0.4219,0.1343,194.2060
16,4,11.7674,1.0999,0.4093,0.1292,194.2220
16,6,11.9034,1.0652,0.4177,0.1308,196.7290
16,9,12.2466,1.1185,0.4108,0.1294,202.0150
16,10,12.0376,1.0944,0.4132,0.1340,198.5080
17,2,11.5995,1.0548,0.4008,0.1254,203.3550
17,3,11.7119,1.0871,0.4014,0.1293,205.8060
17,6,13.1900,1.1871,0.4164,0.1334,230.9600
17,8,12.3911,1.1435,0.4238,0.1326,217.3350
17,9,12.0985,1.0931,0.4108,0.1316,212.1840
18,3,11.5423,1.0659,0.4115,0.1290,214.4940
18,5,11.4841,1.0861,0.4009,0.1276,213.5300
18,6,11.5562,1.0767,0.4107,0.1311,214.8180
18,8,12.9179,1.1670,0.4206,0.1367,240.2440
18,10,11.9083,1.1449,0.4147,0.1282,221.6040
19,4,11.5366,1.0746,0.3974,0.1281,226.5390
19,5,11.6483,1.1191,0.4034,0.1296,228.6990
19,6,11.8226,1.0937,0.4163,0.1333,231.9800
19,7,11.4022,1.0556,0.3957,0.1265,224.1310
19,8,11.5325,1.0405,0.4005,0.1258,226.6540
20,1,12.6200,1.1836,0.4076,0.1319,260.5260
20,2,11.7801,1.0579,0.3911,0.1226,243.7730
20,6,11.6696,1.1180,0.4101,0.1285,241.3890
20,8,11.4184,1.0003,0.3955,0.1220,235.8050
20,10,11.3896,1.0745,0.3999,0.1279,235.7510
21,1,13.3635,1.2466,0.4285,0.1395,289.2610
21,3,11.6323,1.0441,0.3981,0.1257,252.7890
21,6,11.3636,1.0588,0.3925,0.1268,246.7540
21,8,11.6364,1.0575,0.3937,0.1219,252.5640
21,10,10.8198,1.0020,0.3862,0.1203,235.6150
