1,1,18.9650,0.0990,1.0880,0.3690,19.3390
1,9,19.3310,0.0990,1.0470,0.3550,19.7650
1,13,19.0670,0.0990,1.1120,0.3500,19.4860
1,19,19.0010,0.0990,1.0500,0.3450,19.3790
1,20,19.0310,0.0990,1.0430,0.3490,19.4070
2,6,18.1355,0.8010,0.9200,0.3295,37.0060
2,11,16.9280,0.7040,0.8745,0.3105,34.6660
2,13,16.8115,0.7885,0.9095,0.3105,34.4410
2,15,17.2215,0.7110,0.8705,0.2950,35.2060
2,16,17.5055,0.7830,0.9220,0.3090,35.9110
3,9,17.2167,1.0127,0.8110,0.2697,52.7720
3,12,17.4303,1.1057,0.7833,0.2623,53.5050
3,15,17.0543,1.0100,0.7867,0.2783,52.3220
3,16,17.2017,1.1287,0.8020,0.2783,52.6920
3,17,17.7523,1.0113,0.8133,0.2767,54.3520
4,1,17.2145,1.2133,0.6808,0.2287,70.3110
4,8,17.2655,1.2557,0.7133,0.2375,70.8340
4,11,17.2043,1.3723,0.7262,0.2455,70.8250
4,15,16.3733,1.2325,0.7000,0.2385,67.0050
4,18,17.3190,1.2485,0.7668,0.2722,70.7640
5,2,15.5772,1.3168,0.6672,0.2198,79.7840
5,7,16.2450,1.3516,0.6424,0.2190,83.1470
5,10,16.1564,1.2782,0.6494,0.2066,82.6540
5,11,15.7948,1.2912,0.6344,0.2116,80.8990
5,17,15.6676,1.2736,0.6302,0.2132,80.2630
6,1,16.2340,1.4057,0.6138,0.2112,99.7610
6,2,15.9323,1.2820,0.5833,0.1885,97.9650
6,11,18.5558,1.5268,0.6520,0.2222,113.8490
6,13,15.8230,1.3137,0.5953,0.1957,97.2150
6,19,15.7702,1.3642,0.6133,0.1988,96.9560
7,5,15.4194,1.2867,0.5743,0.1886,110.5710
7,6,15.2777,1.2571,0.5664,0.1823,109.5450
7,8,15.2619,1.2753,0.5526,0.1746,109.5860
7,14,15.5946,1.3274,0.5727,0.1833,111.8470
7,15,16.3654,1.2967,0.6259,0.2093,117.1830
8,2,15.1299,1.2610,0.5389,0.1668,123.9970
8,14,15.6140,1.2834,0.5510,0.1701,127.9310
8,15,15.1184,1.2468,0.5275,0.1663,123.8270
8,16,15.1008,1.2652,0.5464,0.1754,123.9970
8,19,15.0853,1.2621,0.5526,0.1751,123.6410
9,6,15.2002,1.3041,0.5197,0.1612,140.3960
9,8,15.3001,1.3271,0.5333,0.1656,141.1860
9,17,15.3171,1.2711,0.5373,0.1703,141.4210
9,18,15.8019,1.3756,0.5407,0.1714,145.7770
9,19,15.0476,1.2793,0.5194,0.1667,139.0440
10,1,14.4004,1.2409,0.5061,0.1589,147.8600
10,8,14.9892,1.2469,0.5209,0.1683,153.8000
10,11,15.2081,1.3125,0.5022,0.1573,156.4010
10,15,14.5641,1.2197,0.4985,0.1573,149.3100
10,18,14.3576,1.2451,0.5041,0.1603,147.5400
11,1,13.7755,1.2194,0.4733,0.1502,155.8340
11,7,15.0853,1.2860,0.4969,0.1570,170.1840
11,13,16.9025,1.4421,0.5504,0.1752,190.6060
11,15,18.7664,1.7683,0.5824,0.1909,212.4810
11,19,14.5437,1.2947,0.5010,0.1599,164.3070
12,3,13.1278,1.1706,0.4737,0.1525,161.9350
12,6,12.8363,1.1920,0.4632,0.1414,158.5410
12,9,12.8423,1.1513,0.4614,0.1433,158.4550
12,16,16.7722,1.3539,0.4929,0.1540,206.3330
12,18,16.0559,1.4720,0.5136,0.1628,198.0340
13,3,15.0818,1.3028,0.4728,0.1478,201.4180
13,4,17.2234,1.4462,0.5046,0.1637,229.7270
13,7,16.0112,1.4516,0.5345,0.1785,213.8990
13,9,18.5742,1.6892,0.5464,0.1908,247.9620
13,18,13.5929,1.1926,0.4639,0.1487,181.6430
14,2,13.2966,1.2304,0.4334,0.1371,191.8600
14,10,13.5435,1.2420,0.4619,0.1477,195.1450
14,17,13.6510,1.2529,0.4501,0.1442,196.7440
14,19,12.9419,1.1381,0.4436,0.1484,186.4480
14,20,12.8234,1.1986,0.4385,0.1359,184.8790
15,1,16.1737,1.4711,0.4625,0.1509,249.7870
15,2,17.7005,1.5901,0.5079,0.1659,273.2670
15,9,12.3890,1.1056,0.4197,0.1358,191.3380
15,14,12.4467,1.0950,0.4335,0.1361,192.3740
15,16,12.6023,1.1471,0.4387,0.1385,194.7840
16,2,12.1451,1.1077,0.4253,0.1288,200.2020
16,3,12.2312,1.0814,0.4094,0.1294,201.6880
16,10,13.1862,1.1861,0.4299,0.1362,217.5040
16,14,11.9237,1.0856,0.4071,0.1331,196.8940
16,19,12.0123,1.0619,0.4073,0.1317,198.3900
17,2,11.7116,1.0794,0.4048,0.1291,205.2880
17,4,11.9018,1.1181,0.4054,0.1250,208.7270
17,6,11.8535,1.0768,0.4216,0.1421,207.9820
17,7,11.8407,1.1163,0.4005,0.1276,207.9650
17,16,11.8632,1.1046,0.4225,0.1339,208.0890
18,3,11.6862,1.0186,0.3978,0.1264,217.1130
18,4,11.4593,1.0588,0.3963,0.1235,213.1170
18,7,11.3223,1.0277,0.3987,0.1256,210.6180
18,14,11.5393,1.0273,0.3957,0.1246,214.4380
18,19,11.4712,1.0821,0.3979,0.1245,213.2470
19,1,11.2156,1.0737,0.4068,0.1306,220.4930
19,9,11.2507,1.0441,0.3873,0.1237,220.6930
19,12,11.2444,1.0166,0.3983,0.1233,220.7330
19,14,11.2980,1.0576,0.3947,0.1233,221.8510
19,20,11.6425,1.0396,0.3881,0.1225,228.3350
20,4,10.9782,0.9798,0.3857,0.1194,226.8740
