1,1,18.9650,0.0990,1.0880,0.3690,19.3390
1,2,23.4760,0.0990,1.1360,0.3990,23.8840
1,3,19.2010,0.0990,1.0680,0.3550,19.6030
1,4,18.6550,0.1100,1.1400,0.3830,19.0290
1,5,20.1270,0.0980,1.0420,0.3460,20.6030
1,6,19.6610,0.1120,1.2720,0.5050,20.2170
1,7,20.1290,0.0980,1.0630,0.3660,20.4990
1,8,18.9210,0.0990,1.0610,0.3510,19.3910
1,9,19.3310,0.0990,1.0470,0.3550,19.7650
1,10,21.0600,0.0990,1.0640,0.3500,21.4460
1,11,18.5930,0.1040,1.0510,0.3490,19.0050
1,12,18.4540,0.0990,1.0460,0.3440,18.8250
1,13,19.0670,0.0990,1.1120,0.3500,19.4860
1,14,18.5270,0.0990,1.0580,0.3760,18.9100
1,15,18.8980,0.0990,1.0600,0.3530,19.2730
1,16,19.8580,0.1100,1.2790,0.4360,20.2930
1,17,18.6680,0.1270,1.1190,0.3710,19.0390
1,18,19.1670,0.1000,1.2350,0.4230,19.5430
1,19,19.0010,0.0990,1.0500,0.3450,19.3790
1,20,19.0310,0.0990,1.0430,0.3490,19.4070
2,1,16.4210,0.7150,0.9065,0.3075,33.6790
2,2,17.1770,0.7795,0.9230,0.3185,35.1270
2,3,17.9765,0.7350,0.8780,0.3100,36.6910
2,4,17.2905,0.7360,0.8780,0.3050,35.4410
2,5,17.4405,0.7825,0.9455,0.3170,35.6510
2,6,18.1355,0.8010,0.9200,0.3295,37.0060
2,7,17.4100,0.7260,0.8775,0.3095,35.5540
2,8,16.6165,0.7145,0.8650,0.3030,33.9650
2,9,17.1560,0.7295,0.9040,0.3195,35.0600
2,10,17.3900,0.8100,0.9520,0.3495,35.7950
2,11,16.9280,0.7040,0.8745,0.3105,34.6660
2,12,16.8775,0.7495,0.8860,0.3095,34.4860
2,13,16.8115,0.7885,0.9095,0.3105,34.4410
2,14,16.5230,0.7550,0.8665,0.2980,33.7780
2,15,17.2215,0.7110,0.8705,0.2950,35.2060
2,16,17.5055,0.7830,0.9220,0.3090,35.9110
2,17,17.0555,0.7520,0.8630,0.2995,34.8820
2,18,16.8720,0.7100,0.8700,0.3155,34.5190
2,19,17.1935,0.8270,0.9220,0.3210,35.3370
2,20,17.0820,0.7775,0.8755,0.3150,34.8970
3,1,17.0550,0.9883,0.7847,0.2593,52.2520
3,2,17.5570,1.0743,0.7727,0.2677,53.9300
3,3,16.8807,1.0973,0.7767,0.2677,51.7860
3,4,16.5463,1.0073,0.7690,0.2603,50.7540
3,5,17.3590,1.1973,0.7963,0.2740,53.3110
3,6,16.7097,1.0490,0.7630,0.2587,51.2730
3,7,16.9590,1.0097,0.7690,0.2627,52.0080
3,8,17.4050,1.0500,0.8637,0.3083,53.3960
3,9,17.2167,1.0127,0.8110,0.2697,52.7720
3,10,16.7383,1.0330,0.7753,0.2610,51.3430
3,11,17.6070,1.1030,0.8510,0.2983,53.9690
3,12,17.4303,1.1057,0.7833,0.2623,53.5050
3,13,16.7720,1.0277,0.7763,0.2757,51.4760
3,14,16.9830,1.0300,0.7953,0.2663,52.0430
3,15,17.0543,1.0100,0.7867,0.2783,52.3220
3,16,17.2017,1.1287,0.8020,0.2783,52.6920
3,17,17.7523,1.0113,0.8133,0.2767,54.3520
3,18,17.8543,1.0360,0.8083,0.2840,54.6990
3,19,17.9683,1.0563,0.8030,0.2803,55.0490
3,20,17.7143,1.0817,0.8150,0.2753,54.2720
4,1,17.2145,1.2133,0.6808,0.2287,70.3110
4,2,16.7113,1.2140,0.7458,0.2487,68.3090
4,3,16.5620,1.2285,0.7263,0.2410,67.8120
4,4,17.0793,1.3015,0.7010,0.2423,69.8680
4,5,16.4868,1.2463,0.7225,0.2420,67.4670
4,6,16.7553,1.2430,0.7313,0.2490,68.5100
4,7,17.1383,1.2033,0.7253,0.2525,70.0290
4,8,17.2655,1.2557,0.7133,0.2375,70.8340
4,9,19.5638,1.4630,0.8185,0.3010,80.0360
4,10,17.1877,1.2555,0.7048,0.2525,70.2990
4,11,17.2043,1.3723,0.7262,0.2455,70.8250
4,12,16.7010,1.2258,0.7220,0.2380,68.3410
4,13,17.1798,1.2620,0.7498,0.2650,70.4160
4,14,17.1593,1.2590,0.7773,0.2802,70.1930
